,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend
,count,mean,min,max,std,median,count,mean,min,max,std,median,count,mean,min,max,std,median
page_id,,,,,,,,,,,,,,,,,,
a674ded7f4123d7f15a780c697bd35bcfdcebb9d145fe22f246c633f7841ae29,7,167221.42857142858,550,750000,276995.56533324806,30000.0,7,101713.28571428571,499,474999,177663.50618112722,22499.0,7,2741.8571428571427,49,17499,6513.602982184577,149.0
a68a0e1a931cf471f94462b1cd2e98c3a7b8d33f620c73356b18cac999a2045c,6,958334.1666666666,750000,1000001,102062.4808642562,1000001.0,6,14665.666666666666,1499,27499,11737.40459670138,14999.0,6,99.0,49,249,83.66600265340756,49.0
a6b3d3dd592f91b829b6da01565e13a56d3e47362aa4ffb3c780997bc8ec49af,51,627216.1960784313,3000,1000001,391543.81650711934,1000001.0,51,58744.098039215685,499,324999,88780.76213623195,17499.0,51,1271.549019607843,49,17499,2765.6520700458727,349.0
a6b5ca8a2d3578cf94023da3525478d0de349ef724cc10874878bf51acc5eadc,10,1000001.0,1000001,1000001,0.0,1000001.0,10,3399.0,1499,6499,1370.3203194062978,3499.0,10,49.0,49,49,0.0,49.0
a6ca44c6dac8aaa80b3ba70bcb43e0dbea7ae5816999dfb07e32d0aff1bf7ec8,9,766667.3333333334,300000,1000001,350000.5,1000001.0,9,149443.55555555556,499,1000000,322463.25824313343,42499.0,9,604.5555555555555,49,3749,1191.754076048317,249.0
a6d58354e327ea779c4970386c4ca7f525aa0268284a86936ae56d78c74fe3d2,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a6e2fe2613270767cd5fb82a6d19390ffc38c621f04dc2ea1579a44f2e8d8396,1,300000.0,300000,300000,,300000.0,1,5499.0,5499,5499,,5499.0,1,149.0,149,149,,149.0
a7061afdd1ec70c1c8b971e4fe48d4c5f1c4b0d624f27e736b93c16e0341812c,7,700000.5714285715,300000,1000001,374166.273199878,1000001.0,7,1499.0,499,2499,1000.0,1499.0,7,49.0,49,49,0.0,49.0
a710692b1e69df1cf9a8155b2aff1378f3aa3c5b73345f87820c783f77ac12c4,11,373636.36363636365,7500,750000,369862.07502994215,300000.0,11,33680.818181818184,499,224999,67372.94439434599,499.0,11,267.1818181818182,49,1249,384.23477671387786,49.0
a718a80e332f10b7030330845efdb8e8e7ff11340d46443ba121e6814182bd70,20,231375.0,7500,300000,122037.1896509205,300000.0,20,24949.0,499,187499,39526.773071851996,17499.0,20,219.0,49,649,162.5455401774498,149.0
a7213f544760df6ab8366ffe63f44b2e8a045d17eea27443e268b1fbb2297d8f,1,0.0,0,0,,0.0,1,374999.0,374999,374999,,374999.0,1,149.0,149,149,,149.0
a725df436f6e67ba6fb71c60c00f92372a259c80ae66d8baf4fe52b18de5902a,10,600220.6,550,1000001,516114.27711337985,1000001.0,10,20149.0,499,84999,26455.46572386634,7999.0,10,229.0,49,449,193.2183566158592,149.0
a72a9166685355160556e9c0f52baf1141c4721ae6b03e7b9925043d337cd001,12,304166.8333333333,30000,1000001,349583.44692474767,300000.0,12,27957.333333333332,499,224999,63447.708724777774,5499.0,12,1419.8333333333333,49,12499,3528.227621840058,199.0
a72ffa706746b10e0fb8ce74bdc0a08b8a0658b085be70e8b6ec91af02fec116,7,30000.0,30000,30000,0.0,30000.0,7,30499.0,3499,137499,48207.8831727758,8499.0,7,334.7142857142857,49,849,307.83421635988543,249.0
a733d02fb2dab332cb2b874b119f0b17be6f6802fda3d9d5fd394db74692a553,3,210000.0,30000,300000,155884.57268119894,300000.0,3,231665.66666666666,94999,374999,140118.997046558,224999.0,3,3082.3333333333335,1249,4249,1607.2751268321592,3749.0
a73f8cc45a7b98489884879fc41a13b8a708a5bebb57d284b99b34caa8db6fb7,1,30000.0,30000,30000,,30000.0,1,5499.0,5499,5499,,5499.0,1,149.0,149,149,,149.0
a769dfed2f48e9b967d0fdf24415bf1ca011da3da6936dcd6199ad4915326df0,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a76f850591b4b051a99ce854fe05b413eb27f2568c3d5d84d6d45f49e9df4efc,7,42857.142857142855,30000,75000,21957.751641341998,30000.0,7,3927.5714285714284,499,12499,3952.094080237415,3499.0,7,220.42857142857142,49,649,205.8663459163551,149.0
a77628aee285262fe8af08e084dbc036163ba3e1ab9145abd8a26185f5bef726,73,811384.3698630137,3000,1000001,389920.184443507,1000001.0,73,2916.8082191780823,499,54999,7353.671465211432,499.0,73,64.06849315068493,49,349,56.938643577276146,49.0
a788c16dfb4b87eb57dfe9c3c3f2c553233bc766d67e3f4a9ac7cb1b65c1b9d6,2,30000.0,30000,30000,0.0,30000.0,2,4999.0,4499,5499,707.1067811865476,4999.0,2,99.0,49,149,70.71067811865476,99.0
a78c68b78b147bd484af703ad7d19a58e346331bfe2b691005a257afbdacae25,9,67500.0,7500,300000,90000.0,30000.0,9,21721.222222222223,499,112499,34535.40856055484,12499.0,9,549.0,49,2249,687.386354243376,249.0
a78d1301b00b8fb161b1ea8cdec86b8f947aa39899c035c183fe844bbfdb6bd5,1,300000.0,300000,300000,,300000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
a78de1ca99ce9c930ea5f7c56e0363bc9b8a0e4c2015c2b4c9c96c0644252d4d,14,1000001.0,1000001,1000001,0.0,1000001.0,14,36320.42857142857,4499,187499,53532.73877618369,10999.0,14,199.0,49,1249,332.24180258452634,49.0
a7b3dfa3e63d1882bf3a52e45414f4f3f6183ece2b1f98432b115e816c10bf0b,1,1000001.0,1000001,1000001,,1000001.0,1,5499.0,5499,5499,,5499.0,1,149.0,149,149,,149.0
a7b5025ad0278b855a6a1bc06e38f997e2e7083e26cb32672b657250e3e7d179,5,30000.0,30000,30000,0.0,30000.0,5,19099.0,3499,37499,14976.648490233054,12499.0,5,369.0,49,649,268.32815729997475,249.0
a7bb746c93c4c2a5fe3e53552cdf8c97939787516f40b67649a5a10444055ca4,12,979167.5833333334,750000,1000001,72169.07232383783,1000001.0,12,49499.0,499,162499,61155.167773905625,12499.0,12,807.3333333333334,49,2749,1013.9556502165469,349.0
a7c762741dc4f4df34da1f8da4007365a744289a092a0270098dce605222ce61,1,300000.0,300000,300000,,300000.0,1,6499.0,6499,6499,,6499.0,1,149.0,149,149,,149.0
a7c966c35212d2b7cfe0c7b0a9e72e0312b0cf428b67a14853c782120b1f4e46,3,343333.6666666667,0,1000001,568888.3809679481,30000.0,3,321332.3333333333,1499,949999,544469.0839095764,12499.0,3,2532.3333333333335,49,7499,4301.259505462712,49.0
a8008dd14d92861dd3f5b0c18cbd99c053ee2b8d979e0af3911ed87086e25662,2,1000001.0,1000001,1000001,0.0,1000001.0,2,103749.0,94999,112499,12374.368670764581,103749.0,2,799.0,749,849,70.71067811865476,799.0
a8212781a0997bba5ae36076874e12caa437d3f3b5d2ea5b669cbcbc06376eb0,27,274409.25925925927,550,750000,326106.1135808631,75000.0,27,30961.962962962964,1499,137499,35767.39112384726,17499.0,27,160.11111111111111,49,649,173.9436985245808,49.0
a826449cedaf92e07bdb0d28c6ca9c8cfb9c4ad9d7c34eaf40ad03f34fa53c4c,303,52871.28712871287,3000,300000,90254.04689424265,30000.0,303,20116.16501650165,499,1000000,76319.72548712179,2499.0,303,256.26072607260727,49,12499,929.8918017289159,49.0
a827fa1228550b3d2dfcf3d3da3c73952499548b21110e6c6d261504d353b56c,1,1000001.0,1000001,1000001,,1000001.0,1,137499.0,137499,137499,,137499.0,1,749.0,749,749,,749.0
a83876aad1aa6d03bace8ba13fdcec128c98d48c90fcc185adfe76fccd40f5f6,1,300000.0,300000,300000,,300000.0,1,32499.0,32499,32499,,32499.0,1,449.0,449,449,,449.0
a845ed6268bbd8b9996b596b83e75b73185bb988b627f04a0a1ebc7ca35131c9,2,412500.0,75000,750000,477297.07730091957,412500.0,2,999.0,499,1499,707.1067811865476,999.0,2,49.0,49,49,0.0,49.0
a84af749195f211725f6199ab2fbbce3543a55bbb7a3dfc0bcf085db7a7395b0,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a872cc15285fa67751b66770f548c9e9ca285095ad8b6d4d65424b5213f0b5fc,4,95250.0,3000,300000,140656.49647279005,39000.0,4,7249.0,499,22499,10242.883708539635,2999.0,4,149.0,49,349,141.4213562373095,99.0
a87f706ba7e3ee3f6e4736402be6445f0de5d2d9b20386a40d764b883531acb1,3,766667.3333333334,300000,1000001,404145.7657830072,1000001.0,3,10165.666666666666,499,22499,11239.810200058244,7499.0,3,115.66666666666667,49,249,115.47005383792515,49.0
a882fab4c32a99b2aaecdd28acaf25cf6fe37b91f22958e92219d9c8337c34e1,1,75000.0,75000,75000,,75000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a8a11f284915432c5bd2ad990a3b1f753994fee3a907b6f264fe1a2ebde0ec7e,15,466866.93333333335,3000,1000001,341273.4553323701,300000.0,15,25999.0,12499,54999,11718.422614474552,22499.0,15,289.0,149,549,124.21180068162376,249.0
a8a4d4c4f6329eb91c353197e2e3ebef4b42f1ba996bb9bc7c4c7d9de1e27a93,5,0.0,0,0,0.0,0.0,5,499.0,499,499,0.0,499.0,5,49.0,49,49,0.0,49.0
a8a72c4fa7d48811c4c40d41c247dac9519cfac795b7144fb4ce363e4090261e,2,30000.0,30000,30000,0.0,30000.0,2,5999.0,5499,6499,707.1067811865476,5999.0,2,49.0,49,49,0.0,49.0
a8a9288232d47a9eab213d9a4df2ef9150ed35ba064f1a2d6419599ee66a074b,1,750000.0,750000,750000,,750000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a8abc160bda3e40037c4d57a7b00f40f9f26f1b177d2e27d077cbb45bdb564d8,9,1000001.0,1000001,1000001,0.0,1000001.0,9,135276.77777777778,6499,549999,184749.00390650134,84999.0,9,582.3333333333334,49,1249,479.58315233127195,649.0
a8bb690c1853d7edfcf35b0c23d8b07a1c1cef98292bf94cc4bef492e9bddc09,2,1000001.0,1000001,1000001,0.0,1000001.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
a8e0e7cbf66d4fa02b687d05b8271c7252e12ebc5fe880cf8fcdd6e8776ba2fe,5,1000001.0,1000001,1000001,0.0,1000001.0,5,133699.0,3499,549999,233436.98293115426,32499.0,5,3339.0,49,12499,5282.565664523253,749.0
a91171956081a8c5082cdaecd263785caabf3267ea6898b531251c1140e57946,6,60000.0,30000,75000,23237.9000772445,75000.0,6,44249.0,499,112499,39247.611392287305,29999.0,6,582.3333333333334,49,949,294.3920288775949,649.0
a93b364b48292dead460bd9337a2caebe44d0611d0fac19731d54e2cea154c7c,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a960b2030a738d4bae617ca57ecfd3d2e7d2a5bd8596a07b4fc92b19edea58b3,3,1000001.0,1000001,1000001,0.0,1000001.0,3,3499.0,499,8499,4358.898943540674,1499.0,3,82.33333333333333,49,149,57.735026918962575,49.0
a9662a8416b4c843b67c3541cc32f50053567c82a49d59d5d60778913f6751d1,3,7500.0,7500,7500,0.0,7500.0,3,8499.0,499,12499,6928.203230275509,12499.0,3,182.33333333333334,49,349,152.75252316519467,149.0
a9855c7088ec235209aad23d5f8bc403aa211189fff8b795ef42345cb1c5f940,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a994c4db9a38a9cc1fbe02d588d7ef3a383a0b2de5108aaaaa71eec29fb13473,1,300000.0,300000,300000,,300000.0,1,374999.0,374999,374999,,374999.0,1,5499.0,5499,5499,,5499.0
a995ab8cd6b637e3aad85f8acb11d599496b15021e29252eed2ed2faf6fd524d,18,747222.6111111111,300000,1000001,270877.07761403924,750000.0,18,95276.77777777778,12499,749999,168450.74530785324,54999.0,18,835.1111111111111,49,9499,2184.289193546897,249.0
a99d9eb0c39ebe9f557678f80d7de35eb895f1f7024d63317805fccc6deca6e3,1,1000001.0,1000001,1000001,,1000001.0,1,137499.0,137499,137499,,137499.0,1,349.0,349,349,,349.0
a9a1d9281b11233e54ccc582f94596ad73bbc2c44e3f3c9a4c55575c45be5468,52,82663.48076923077,3000,1000001,156316.18254835237,30000.0,52,6595.153846153846,499,27499,7060.688227812999,3499.0,52,124.0,49,549,142.62937023944949,49.0
a9b6640369cd5e7d61ccc567c9e73d60f88450c7e3e8dd5a09faeed10ea54ac7,2,165000.0,30000,300000,190918.83092036782,165000.0,2,168749.0,112499,224999,79549.51288348659,168749.0,2,1249.0,1249,1249,0.0,1249.0
a9c0c3faff7f5afaf1e3f4668e412809258a0634cafd34b79a5e9beb26c49f11,5,1000001.0,1000001,1000001,0.0,1000001.0,5,499.0,499,499,0.0,499.0,5,49.0,49,49,0.0,49.0
a9df479cef8a5418cb8f659cd5aceed53b318e405191d689e39c14ce2c57f0a0,11,573681.8181818182,3000,750000,311423.5277501744,750000.0,11,19044.454545454544,499,112499,33542.10379914664,3499.0,11,149.0,49,449,141.42135623730948,49.0
a9e42c7acaa78956a1b4518985edbe9ccbd5f0dbe2400833d6dfa5851ab819ff,1,0.0,0,0,,0.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
aa03e82b8f7ee524d87481db6fe23abfd5d2aed137344452087bb040350f0c2e,2,300000.0,300000,300000,0.0,300000.0,2,56249.0,37499,74999,26516.50429449553,56249.0,2,1999.0,1249,2749,1060.6601717798212,1999.0
aa39922ed893a3af3abf267fc9aa0a9e55b796fd713c187ea18d7faafdf1d551,30,868334.1666666666,75000,1000001,319747.9206480699,1000001.0,30,5999.0,499,42499,11162.591467748969,499.0,30,95.66666666666667,49,549,107.42546199601598,49.0
aa3f26cc6ddb4897fb02cbce0a55d3707fb722ab9ef1025601693b8938a86542,19,290526.3157894737,30000,750000,196482.22097150353,300000.0,19,90841.1052631579,499,549999,146226.99749130337,17499.0,19,1027.9473684210527,49,4749,1308.3403173352538,449.0
aa4557893888d9ecb5c42eebdfa49496f18efd8bf38ed7d9875d07db87aa01df,6,875000.5,750000,1000001,136931.18709884904,875000.5,6,239582.33333333334,12499,949999,356165.0483507143,101249.0,6,2090.6666666666665,349,6499,2322.588354975256,1449.0
aa694406c94562f91d32601b85775b23f8c29caf17c9e97b2e87994365e55767,2,3000.0,3000,3000,0.0,3000.0,2,31749.0,8499,54999,32880.46532517446,31749.0,2,749.0,249,1249,707.1067811865476,749.0
aa694d6353cd7c3378ed40cd49431080a27871f32dae4f5fec96a2fca1c081ff,5,153300.0,3000,750000,333571.1318444688,3000.0,5,12099.0,1499,32499,12095.453691366853,8499.0,5,69.0,49,149,44.721359549995796,49.0
aa8937eac2868e5c2350b4dbdb96f966bca4e0ef053fd496ca0be9c7be6bd151,41,1000001.0,1000001,1000001,0.0,1000001.0,41,962.4146341463414,499,8499,1361.9390767506773,499.0,41,51.4390243902439,49,149,15.617376188860607,49.0
aa8ec953f65133a99979bd092894fefd3d31066eea7b1f2e5d2c8765d289da71,3,1000001.0,1000001,1000001,0.0,1000001.0,3,31499.0,4499,47499,23515.952032609694,42499.0,3,1749.0,249,2749,1322.8756555322952,2249.0
aa91c4029e7ee67cef31d54961deafd3d3d770ec95d09e0ea65d730b179c7428,100,1000001.0,1000001,1000001,0.0,1000001.0,100,14179.01,499,1000000,100774.38705982156,499.0,100,147.5,49,7499,754.4633185184679,49.0
aaaf22d94b07d33e249b014fa32cc6048dc3744e17371146633d107d293371fa,1,75000.0,75000,75000,,75000.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
aab34d5e138a585f3f90907b581f9b4e7f8a05b67ad7e6353e92fe2833b97b6e,26,701442.9615384615,7500,1000001,441291.2786098977,1000001.0,26,193499.07692307694,499,1000000,293494.00171055255,79999.0,26,2564.3846153846152,49,17499,3924.048145239027,399.0
aac1537853e278579431e76cb1f4dcde4b97b6f3566e07586e71946ba50d6201,2,1000001.0,1000001,1000001,0.0,1000001.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
aac4183f091793264a90800b366c42a0feb1cd6d4c519623e124392dbdb83514,1,1000001.0,1000001,1000001,,1000001.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
aad201814156e7e2a34c6fac2161b6c33dada017b6057726cae7a9eaf5ec088b,33,115244.0303030303,550,1000001,284236.6914940219,30000.0,33,1620.2121212121212,499,12499,2102.9380601550024,1499.0,33,55.06060606060606,49,249,34.81553119113956,49.0
aadf2c8b40ad32dc58d7b030c9988c5cc0e6e2beec99cae42c996f6425dc22a8,10,165000.0,30000,300000,142302.49470757708,165000.0,10,19599.0,499,112499,34043.92587362522,5999.0,10,109.0,49,349,126.49110640673517,49.0
aaf8cc6730f2578038c270ff69b9100a654a3604baea49e3f0112b4f7d270189,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
ab08ad3d2a682499aff1cdef04048eefbb1e0535575096a9937ebecf5d7e7561,1,550.0,550,550,,550.0,1,6499.0,6499,6499,,6499.0,1,49.0,49,49,,49.0
ab24bfd0dd92db7fb435ced67752e156df81b4014da13cbfee3fcfc720cad96c,34,1000001.0,1000001,1000001,0.0,1000001.0,34,528.4117647058823,499,1499,171.49858514250883,499.0,34,49.0,49,49,0.0,49.0
ab270a0c3bee73337b40c13075917638f7eee403f3a17452acd639a21e94fe02,2,1000001.0,1000001,1000001,0.0,1000001.0,2,3999.0,2499,5499,2121.3203435596424,3999.0,2,49.0,49,49,0.0,49.0
ab36a2a0615697668d6a974c1e0a23f911127afd5f686530a0f3fbe8ed14f530,1,750000.0,750000,750000,,750000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
ab3bfe325cb2a17d78996827aecd5b7f82734e89b2e7aa6c813e21d90cc16cee,1655,949076.4429003021,7500,1000001,185929.56135988774,1000001.0,1655,9552.475528700907,499,1000000,58985.093208920414,499.0,1655,260.3897280966767,49,37499,1541.7982880647617,49.0
ab4137d83a0f528aa1b77fb184403bce3dda94bb7cd29d3fac66bbe40ff7c537,3,300000.0,300000,300000,0.0,300000.0,3,30832.333333333332,17499,37499,11547.005383792515,37499.0,3,349.0,149,449,173.20508075688772,449.0
ab552c56d8466ed8508231ea64692bb577e7fa36c457f98e9028186ac8cf8068,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
ab57e4cd49aa98b2f3f63663b7ca514c298102543866ff58378d7bae3de96088,2,1000001.0,1000001,1000001,0.0,1000001.0,2,2499.0,2499,2499,0.0,2499.0,2,49.0,49,49,0.0,49.0
ab5c23008159bddeaf11220b899667f815bf50560c4c985ce93e1b9829636f1f,48,979179.1041666666,550,1000001,144258.32597296016,1000001.0,48,185801.16666666666,499,1000000,316346.54386695515,29999.0,48,5544.833333333333,49,84999,13976.53745713795,249.0
ab62b9297d0f9a8ffdd18aa60994dd2a0520ba1b58b78ee820593c69246208a4,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
ab6e23b1d0055ca22b4941595ddf60fd9d3102b4f7c9d0be2e15dd4b2f639ae3,2,750000.0,750000,750000,0.0,750000.0,2,8999.0,499,17499,12020.815280171308,8999.0,2,99.0,49,149,70.71067811865476,99.0
ab716328623505d031ca2268419c3aedf1fd094d1d07c5a0b90533b7fa22d839,6,1000001.0,1000001,1000001,0.0,1000001.0,6,499.0,499,499,0.0,499.0,6,49.0,49,49,0.0,49.0
ab719d2e16a449f5058c21ed1cf7585fb8e0ce80e2894a45e986826b8058f0f2,2,750000.0,750000,750000,0.0,750000.0,2,139249.0,3499,274999,191979.49109214765,139249.0,2,1899.0,49,3749,2616.295090390226,1899.0
ab7556fb59e4ea60f93b014d3b8d7e3eba7c572808da9d5b3502bddbea0e3b27,1,1000001.0,1000001,1000001,,1000001.0,1,12499.0,12499,12499,,12499.0,1,149.0,149,149,,149.0
ab7b7b915bdbe43fc3a4f34498fb309dbc8917c9f9f1534a9e939b4baeb6c7a1,8,407500.25,30000,1000001,384215.78200676694,300000.0,8,20686.5,1499,94999,33753.24058516456,4999.0,8,299.0,49,1749,590.3993805649093,49.0
ab922e15aa6ff8587982ac429e51dd557659cf67073dfd7c5add10f086da5031,107,829888.6168224299,3000,1000001,335760.9711411863,1000001.0,107,79784.06542056074,499,1000000,163984.10061380433,32499.0,107,1534.981308411215,49,8499,1658.0676749583135,949.0
ab9c8cbaa97fd743b28ab04908a2286e13c64dee824e9c7acef4f8856f25981d,3,3000.0,3000,3000,0.0,3000.0,3,25832.333333333332,12499,37499,12583.057392117917,27499.0,3,615.6666666666666,449,849,208.1665999466133,549.0
aba27e23e87bfd5da49a9e47db8004b9b9511d021e6e9c7b72390b1bc4f9cff5,3,683333.6666666666,300000,1000001,354730.3905790049,750000.0,3,2165.6666666666665,1499,3499,1154.7005383792516,1499.0,3,82.33333333333333,49,149,57.735026918962575,49.0
abae9b3e176cb06a807d289d9ef1423d629488398223440084ac3711fc35bbc2,1,30000.0,30000,30000,,30000.0,1,112499.0,112499,112499,,112499.0,1,749.0,749,749,,749.0
abdfc76814229c7dea521f757396ba0843a3ce0cfb4296cad16ff117340931e7,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
abf9598dd542b16a47a895bb09e5c920dd88d43de0614cfa5930a39fa0d41698,5,300000.0,300000,300000,0.0,300000.0,5,12499.0,3499,27499,9246.621004453466,12499.0,5,189.0,49,349,134.16407864998737,249.0
abfbac8a97b0cee11ed82dd46b59998c20c68a510e2964e5fcae69cefc1d200f,1,30000.0,30000,30000,,30000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
abff3861b2af7b6da69cd26c63bd773d57d1c39dc23c6f3b279ef4782a26db43,8,142500.0,30000,750000,246475.15087732475,75000.0,8,13499.0,3499,22499,6676.183683170242,14999.0,8,261.5,49,449,124.64234547582248,249.0
ac258c5a1ede1c2db6318b7c04bfcf3a818b7f5b749634be4568d517d0a3bfa6,1,300000.0,300000,300000,,300000.0,1,74999.0,74999,74999,,74999.0,1,1249.0,1249,1249,,1249.0
ac2d3248a93785283897dbe21a798ab4606116298e6ccbcc0f9c335e7fcec9ac,1,7500.0,7500,7500,,7500.0,1,8499.0,8499,8499,,8499.0,1,149.0,149,149,,149.0
ac3e51fccc1b23d92aef83112b6ff43a5bef8be6dfe76ceee25163f04034ee77,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
ac40858614021d33dbad2e036a68673c7b7e357792a0e939135cba1f55a35486,1,1000001.0,1000001,1000001,,1000001.0,1,7499.0,7499,7499,,7499.0,1,49.0,49,49,,49.0
ac41e0636a3f3794e2cb5cb06eb54b9879bacb475dd934af4121fa03a171b484,4,3000.0,3000,3000,0.0,3000.0,4,4249.0,499,8499,4349.3294502332965,3999.0,4,99.0,49,149,57.73502691896257,99.0
ac68d61cd5bcc7d88fac586896a39b84878449e599052924fdd810b8d156ef1e,2,75000.0,75000,75000,0.0,75000.0,2,93749.0,74999,112499,26516.50429449553,93749.0,2,899.0,549,1249,494.9747468305833,899.0
ac68f13e40c69e75840a961a41eb7470ff80cfff68e2a0ed0d2121affd981e78,5,1000001.0,1000001,1000001,0.0,1000001.0,5,4499.0,1499,7499,2549.5097567963926,4499.0,5,49.0,49,49,0.0,49.0
ac7966ef57dd81ece40e4b8dce2e680fe51238f4057ea1f8061fbbf972c7ab78,2,75000.0,75000,75000,0.0,75000.0,2,45249.0,5499,84999,56214.989104330525,45249.0,2,299.0,49,549,353.5533905932738,299.0
ac819c6bab81172475be2ca5368bfe039f691e0b8fb6f09e445516ff0ff385fb,1,1000001.0,1000001,1000001,,1000001.0,1,17499.0,17499,17499,,17499.0,1,149.0,149,149,,149.0
ac9a4c1f191d4496d814cd8e9ec5edb8540c7198a2250bf0d0bbe3d446f48393,28,1000001.0,1000001,1000001,0.0,1000001.0,28,8391.857142857143,499,162499,30758.72569449532,499.0,28,195.42857142857142,49,2749,525.9785538911631,49.0
aca428c36d306a44ce940f505243823b9a1a9db60743d46f557ec89af583db5c,1,30000.0,30000,30000,,30000.0,1,17499.0,17499,17499,,17499.0,1,249.0,249,249,,249.0
acb9a964d8b23dca373b66400d5d252b5adeddad667679fbdc61d72cdb21c6ca,2,7500.0,7500,7500,0.0,7500.0,2,32499.0,22499,42499,14142.13562373095,32499.0,2,1749.0,1249,2249,707.1067811865476,1749.0
acc8345554c86b5ad4174c97d438bada4d971347bf807e728fa4c2e7c9b8e88d,9,1000001.0,1000001,1000001,0.0,1000001.0,9,610.1111111111111,499,1499,333.33333333333337,499.0,9,49.0,49,49,0.0,49.0
acd48f1332d2bebc2a040cfd96d17deaf9946964dae294c72796ce7921d6ef33,2,75000.0,75000,75000,0.0,75000.0,2,10999.0,9499,12499,2121.3203435596424,10999.0,2,99.0,49,149,70.71067811865476,99.0
acd62b482b1e7cf35fef3a56cfce9971e6cbd798fcc0610707ee0882884cd9bd,3,45000.0,30000,75000,25980.76211353316,30000.0,3,50832.333333333336,32499,64999,16645.820296198483,54999.0,3,349.0,149,749,346.41016151377545,149.0
ace8900b9c76f8fbaf9209a972c2b139a4fc3e411acf7d6ec74d05cc009c3b00,5,1000001.0,1000001,1000001,0.0,1000001.0,5,499.0,499,499,0.0,499.0,5,49.0,49,49,0.0,49.0
aceccb21716df4409c27d22971f7fb06965dc93b82664d48f2600e8d8175d843,8,41250.0,30000,75000,20830.952244882406,30000.0,8,35624.0,5499,112499,34027.037568884625,27499.0,8,349.0,49,949,377.9644730092272,199.0
acf4b3eb43d2279e2db61d9b14baa85b768b39c8873cb88661cb65c46f9307ef,2,0.0,0,0,0.0,0.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
acfcb640d6e21e35cecff4833211b7dadd98baccc2c4c1a06da2a39b8ec9fee3,2,30000.0,30000,30000,0.0,30000.0,2,3999.0,2499,5499,2121.3203435596424,3999.0,2,99.0,49,149,70.71067811865476,99.0
acfe6fc17dbdfc972710e84a3adc437cea7828f800e2aaaec3d2577ce93e67ff,1,75000.0,75000,75000,,75000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
