,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend
,count,mean,min,max,std,median,count,mean,min,max,std,median,count,mean,min,max,std,median
page_id,,,,,,,,,,,,,,,,,,
9f2b3de43dd698295b37c00237abe6c9da552609c3389af6847dda91c4ce6792,3,30000.0,30000,30000,0.0,30000.0,3,17499.0,5499,37499,17435.595774162695,9499.0,3,115.66666666666667,49,249,115.47005383792515,49.0
9f44d2fa1f85ade8e40f19a4f87f0a3b0dc0c93c0bb956f24841b55d4ba27f32,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
9f4d4e6cbb7ee0f74613603e17112dffbbaa92e3ec57e57f7647c2f71669690a,19,1000001.0,1000001,1000001,0.0,1000001.0,19,1288.4736842105262,499,6499,1781.9760370137494,499.0,19,54.26315789473684,49,149,22.941573387056177,49.0
9f63f42a4f5054d35db2f6ab9c0e0a6b803020f1dba59b69a3e76553723b5127,44,41865.90909090909,550,750000,156782.7310038156,1775.0,44,35635.36363636364,499,374999,81272.46477531853,4999.0,44,599.0,49,4749,1051.355713928118,199.0
9f64242f58588b406597839396ed718381eb1cd6c74dda384824bc7c1780026a,2,1000001.0,1000001,1000001,0.0,1000001.0,2,924999.5,849999,1000000,106066.72428476332,924999.5,2,1099.0,949,1249,212.13203435596427,1099.0
9f7c4aea977e158bf3a66b2fd4099baf4bf5720c96b5a3647162aba34139c854,1,75000.0,75000,75000,,75000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
9fa52d52cc90acf7b4a9c5a92a4c46a7141abcb10672cf878e4050593528ba5d,13,1000001.0,1000001,1000001,0.0,1000001.0,13,537268.4615384615,9499,1000000,369300.9820457236,424999.0,13,402.84615384615387,49,1249,359.6650863775554,349.0
9fadd223ae544b0f50e85457774845a93441b1ac3a806ec6b0635f80977ffe4e,21,210000.0,30000,300000,130422.39071570495,300000.0,21,23903.761904761905,499,137499,31354.273651138476,17499.0,21,582.3333333333334,49,2249,647.5595210738032,249.0
9fc368e4d98ac00fb64f3a9bf2dbbd79f20ff997ebd4bd855ecb4996873e4199,25,1000001.0,1000001,1000001,0.0,1000001.0,25,1179.0,499,5499,1464.01275039985,499.0,25,49.0,49,49,0.0,49.0
9fc85164f0c927e51915712f98d9d5cc9ca7cb859e054e331b053ee44ea3d1a6,5,1000001.0,1000001,1000001,0.0,1000001.0,5,8699.0,7499,12499,2167.94833886788,7499.0,5,49.0,49,49,0.0,49.0
9fc9faa86c21a0047df7150e0f3fa9eb265555d812551ddb1499ccf3459b30bc,15,1000001.0,1000001,1000001,0.0,1000001.0,15,3299.0,2499,4499,774.5966692414834,3499.0,15,49.0,49,49,0.0,49.0
9fd4c0fff99a2b2bfae11217eb2fa09b445129d8a9832433875db05d16cfe466,168,674557.7321428572,550,1000001,430466.1143037882,1000001.0,168,247957.38095238095,499,1000000,316707.8145018096,74999.0,168,1283.5238095238096,49,7499,1696.252936145376,699.0
9fd4ef6b24c49e2d4ef97ca887e76a33b8dbc0d38124a6c718b499e5956b81a3,57,13105.263157894737,3000,75000,25231.559185816648,3000.0,57,44876.19298245614,499,949999,142294.3152382512,6499.0,57,399.0,49,8499,1207.3436012289837,49.0
9fd83de44614083fed188c3326d4845bd69c0e12f7d4a950ee2ff361b35d18fe,1,3000.0,3000,3000,,3000.0,1,32499.0,32499,32499,,32499.0,1,949.0,949,949,,949.0
9fdd6a7e8e070c533f60b0667e85bd6dcfa7d53b7566ae74e420f957bc38efbf,1,75000.0,75000,75000,,75000.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
9ff8bad5208bf49f2c9ef8476e6558a81c0dce5fc4b8abcf096423b4a9609331,23,1000001.0,1000001,1000001,0.0,1000001.0,23,3194.6521739130435,499,12499,2835.405736697943,2499.0,23,75.08695652173913,49,249,61.919238487417296,49.0
a03a95ba9d35873129baa76f0d79019d36c7e147cfe6beba347368427d6ba0a1,2,650000.5,300000,1000001,494975.45393736445,650000.5,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
a04b81dde2fea911362881de330552dbd9679b7e7dc8ac01feb96f9cca235aba,5,670000.4,300000,1000001,352846.0429143283,750000.0,5,14399.0,1499,54999,23190.51530259731,1499.0,5,89.0,49,249,89.44271909999158,49.0
a0706f2002cc804aa5a8e68530ab6b81bfeeee1ff5af7b299baf2099003c64e1,1,30000.0,30000,30000,,30000.0,1,42499.0,42499,42499,,42499.0,1,1249.0,1249,1249,,1249.0
a07a0752c7d880c6034111d82d62fb9348f3311fd90593859f7399e2a3f8abf5,1,1000001.0,1000001,1000001,,1000001.0,1,17499.0,17499,17499,,17499.0,1,149.0,149,149,,149.0
a0899f9420c1c087ab97d5681f09f6b27436c7a792dd8136979d917b776dc91a,1,1000001.0,1000001,1000001,,1000001.0,1,374999.0,374999,374999,,374999.0,1,4249.0,4249,4249,,4249.0
a09230ca4ae7958d13f430eb49a31c52a321e28eef18f2a78875da854638bc3c,1,300000.0,300000,300000,,300000.0,1,187499.0,187499,187499,,187499.0,1,3249.0,3249,3249,,3249.0
a09b0c32d7d484ba81865f7337fd489e2e906eaa1f2194b3decacbb0fa1bd7cd,22,343318.4090909091,3000,1000001,378164.95138329436,187500.0,22,11544.454545454546,499,112499,24491.937007002496,3499.0,22,58.09090909090909,49,149,29.424494316824987,49.0
a0c75ef0f3d3c088fc2523508b98e4e316dc55ed084d308c747f66790ec938e7,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a0da377ea05f5f55447dfc4b30b98281370f101852fc6aeef5fc7b0cf623bfdd,102,445588.4117647059,7500,1000001,399515.2962377383,300000.0,102,79057.83333333333,499,1000000,147276.46222720065,12499.0,102,1780.3725490196077,49,27499,3732.257841107218,199.0
a0e09525f26c729ee037b2e6c764ecafae6f0c43c83d57e8136d40fceb78d50d,1,30000.0,30000,30000,,30000.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
a0e0adc082de0b3046e75e00b88ac193b836357e6a8d5ce7f8e7bd8c9c5b5d5c,1,550.0,550,550,,550.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
a0f9360ae5db6d454308ae34bb73466c3467b9d0ceb288c9cf0481c07476f734,5,480000.0,300000,750000,246475.15087732475,300000.0,5,142999.0,37499,424999,159915.99357162497,74999.0,5,1469.0,349,4749,1867.3510650116116,549.0
a1181bd5db7638d54916ce20761bad87cf29f0c8c05a289527cd82967e7047df,8,30000.0,30000,30000,0.0,30000.0,8,22124.0,499,112499,38481.67467398328,4999.0,8,349.0,49,1249,450.39665058384134,149.0
a1243ccdfe283721fbfe71986ce463c8b6a0060b3c5737f9d99b3e3409b66b79,3,10366.666666666666,550,30000,17002.965427634477,550.0,3,18165.666666666668,9499,27499,9018.499505645788,17499.0,3,315.6666666666667,149,549,208.16659994661327,249.0
a131af45603a161fb565935b28d6aee10cd5e2cfe672dc995d32a57af2922d95,3,1000001.0,1000001,1000001,0.0,1000001.0,3,13832.333333333334,1499,37499,20502.032419575706,2499.0,3,115.66666666666667,49,249,115.47005383792515,49.0
a152f38541911883fc464d2f4b563876309094380cce816d9963d0a391b5879d,2,537500.5,75000,1000001,654074.4797043377,537500.5,2,6499.0,499,12499,8485.28137423857,6499.0,2,49.0,49,49,0.0,49.0
a16178784fe444f10587fb5c6df4761b5a69648735c09efb8dcf9af2d69dd865,13,624846.7692307692,3000,1000001,493962.6921448882,1000001.0,13,5652.846153846154,499,42499,11524.221982749737,2499.0,13,264.38461538461536,49,1749,475.82586773971883,49.0
a16f584588bd5eab177bb3836062cb52d768d5acac878ae7ce168233d1a8f130,6,958334.1666666666,750000,1000001,102062.4808642562,1000001.0,6,24665.666666666668,499,37499,14358.505028959898,27499.0,6,182.33333333333334,49,449,163.29931618554522,149.0
a178c1d28ca8c216a2b5e6e1caa415b7887bb5de0b41402ab8e0cf469c9458e0,1,1000001.0,1000001,1000001,,1000001.0,1,74999.0,74999,74999,,74999.0,1,349.0,349,349,,349.0
a183d89e586b9f946a3eaf28d561efd626af18de7ac196e5b34c1e85115d16af,7,664286.1428571428,300000,1000001,352035.377686878,750000.0,7,19856.14285714286,499,54999,18268.174251309036,17499.0,7,206.14285714285714,49,449,139.72762620115438,249.0
a1853b9ecb03022aa53a6f244ad7692a421a7f8dffc1ad09e08156d08866fa84,3,676667.3333333334,30000,1000001,560030.3384642062,1000001.0,3,13832.333333333334,1499,22499,10969.655114602889,17499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
a18cfcc430549b6f3668c95bc90321b69883ca5831e4a0ccc4e93fb6ac49d6f0,4,1000001.0,1000001,1000001,0.0,1000001.0,4,8249.0,499,27499,12867.91876463841,2499.0,4,99.0,49,249,100.0,49.0
a1a48d975c08a7fb243e4c1bdacf333528270b04d9aa8f0e62e4d3b84c30ac5a,2,1000001.0,1000001,1000001,0.0,1000001.0,2,1000000.0,1000000,1000000,0.0,1000000.0,2,799.0,349,1249,636.3961030678928,799.0
a1b7a49c802aca5191e80d7933a89341fca868615ff5759aff4e0b7d81f8e158,26,560576.9615384615,75000,1000001,317582.570365627,750000.0,26,53479.769230769234,499,649999,136050.9816774014,4499.0,26,847.0769230769231,49,7499,1657.3762861360583,149.0
a1b8685c6259c14f8f5293ecefc4d11247a52d5a56e1373ed189680a0eeaf150,55,945475.4363636364,550,1000001,196463.62225064237,1000001.0,55,344099.2,499,1000000,373348.7752215376,187499.0,55,7064.454545454545,49,112499,17530.46256791639,849.0
a1c1b9de0dc649b2c8fd501900470e9d521ec751528e1adfbce6adae8f695a17,6,650000.5,300000,1000001,383406.3379761738,650000.5,6,262499.0,64999,649999,233404.1559184412,204999.0,6,2574.0,949,9499,3394.6649319189073,1249.0
a1c2121860da014621eaa81d38c3b73fe49eccf461864d7264a4ed55d31788b4,1,1000001.0,1000001,1000001,,1000001.0,1,22499.0,22499,22499,,22499.0,1,149.0,149,149,,149.0
a1cbc7260e708f7978bf82d625de7d53d7d52bfe0c8faadac63c3e6002911858,9,600000.0,300000,750000,225000.0,750000.0,9,18832.333333333332,9499,32499,7889.86691902975,17499.0,9,204.55555555555554,49,549,142.40006242195886,149.0
a1d4d3c9f90d156502c44ddfdf7bd7b1c70fde87eb72db47f403dc8cae482070,2,500000.5,0,1000001,707107.4882933287,500000.5,2,999.0,499,1499,707.1067811865476,999.0,2,49.0,49,49,0.0,49.0
a1f99e7c9635ea5f29d6fd2a23a765caad2e97467346e9d3fe13b07624723929,2,0.0,0,0,0.0,0.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
a2024917088abd53354ec487d406525dcd355dc6d9fb887ce82fb7b2b156bb31,8,875069.625,550,1000001,353359.2897818381,1000001.0,8,10624.0,1499,32499,10370.80379857663,7499.0,8,86.5,49,249,74.40238091428449,49.0
a2109e86f60de1362e26eb7295ef2d068cc8091c63623703ca0e4ce1766eccb9,5,30000.0,30000,30000,0.0,30000.0,5,2899.0,499,7499,2701.851217221259,2499.0,5,69.0,49,149,44.721359549995796,49.0
a23204c5b3f095243ca21083c5c86a31deb01a1ff8952794c0c021d6a331bfa0,471,440581.86411889596,3000,1000001,319905.6459816533,300000.0,471,173595.67091295117,499,1000000,279899.85193952883,54999.0,471,4378.299363057325,49,74999,9314.702479092972,1249.0
a2338aa0bb9ddfadf7750c72fef0059fcd1231c72ded0d6f1f368f7e14dd2840,2,30000.0,30000,30000,0.0,30000.0,2,79999.0,74999,84999,7071.067811865475,79999.0,2,1999.0,1749,2249,353.5533905932738,1999.0
a23468a8e7363c6c1121855ad649b8ab227b7b5e01df67fca4871e13055b03a0,13,626923.6923076923,30000,1000001,491179.09940526186,1000001.0,13,232383.6923076923,8499,1000000,278316.5332486809,224999.0,13,618.2307692307693,49,1249,381.6294349772114,449.0
a24848ece65824d8269e8810d3323aec61a452779ee0228c024aa9e97004b016,3,120000.0,30000,300000,155884.57268119894,30000.0,3,3165.6666666666665,2499,3499,577.3502691896258,3499.0,3,82.33333333333333,49,149,57.735026918962575,49.0
a265a94301d5df48f7d93372fdf5c735331ad004c8a7f90820260d8a5d38e542,1,1000001.0,1000001,1000001,,1000001.0,1,549999.0,549999,549999,,549999.0,1,12499.0,12499,12499,,12499.0
a26618e79d8d68e80199b483047f02c282dc20e9443d265f66f245bd260c6a8f,1,1000001.0,1000001,1000001,,1000001.0,1,474999.0,474999,474999,,474999.0,1,649.0,649,649,,649.0
a2855ebbf4d6998dd6e93d1e9a7f177dd9424fe49097c99ade62a795fa9ba84b,10,318000.0,30000,750000,173896.52095427326,300000.0,10,2899.0,499,8499,3470.510689285432,999.0,10,79.0,49,149,48.3045891539648,49.0
a29506e65fffd6eb6a2cb68c2084df5176e26ea02acec9de4918790e24603b97,3,666667.3333333334,0,1000001,577350.8465398949,1000001.0,3,4499.0,499,12499,6928.203230275509,499.0,3,49.0,49,49,0.0,49.0
a2a7a186ad0837fcfb7569a8a642fd2de3404a50bdf852f65d25979884fff341,111,354954.96396396396,300000,1000001,153290.45706127054,300000.0,111,6165.666666666667,2499,47499,4511.265360352366,5499.0,111,145.3963963963964,49,349,71.25871931072771,149.0
a2b1f47ac92631de6df8ae82743ab1355fdac2cef782df03f43d8626ebef1b7a,9,61727.77777777778,550,75000,27346.01331902777,75000.0,9,11832.333333333334,3499,27499,7858.116822750856,9499.0,9,215.66666666666666,49,449,141.4213562373095,149.0
a2b3d8f31af111a0e6e760b2851b9d9da63e6209e1f171f21c351f844433970d,1,30000.0,30000,30000,,30000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a2b45892580f47b67d5d79480182294bac254cfd17f7b9337fa57272aea5caca,4,152012.5,550,300000,170904.79988870997,153750.0,4,50374.0,3499,137499,62777.88225163382,30249.0,4,1124.0,149,2749,1184.2719282327012,799.0
a2b66e6e40ac1807f4ab3fd703321b7b6360084db3b5a29d0d4c723ca7f0ed34,40,1000001.0,1000001,1000001,0.0,1000001.0,40,2399.0,499,22499,4081.226562739473,499.0,40,86.5,49,349,77.41827783921406,49.0
a2b76697b6c917db421f39ddf029eb6ffef837f6ef7bfd965091fe2d13f101db,1,1000001.0,1000001,1000001,,1000001.0,1,112499.0,112499,112499,,112499.0,1,249.0,249,249,,249.0
a2bf45512a9156d5ce548b1b3739cd40c3937f0b5ce75f4844def57cb34229f0,1,750000.0,750000,750000,,750000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a2cb5581a01f68fe9bc3530be0890c57e91c346d6a2a6adae7261229405ced43,9,1000001.0,1000001,1000001,0.0,1000001.0,9,268054.55555555556,187499,474999,91879.48779666644,274999.0,9,1237.888888888889,949,1749,231.54073315749676,1249.0
a2d9ea2cef83a3f86a4870b07210442c1bd3e8aef8dd08f59ab44a7a64be15d5,1,750000.0,750000,750000,,750000.0,1,17499.0,17499,17499,,17499.0,1,49.0,49,49,,49.0
a2e25830856c47dfe76db960ab38a4f9f7767e4b506436130e9bd89a7cbdc9e3,1,1000001.0,1000001,1000001,,1000001.0,1,54999.0,54999,54999,,54999.0,1,4249.0,4249,4249,,4249.0
a2f1dddd205bae8c5da8a5feb080ad88fa031d1589cd36c3658b99558837b3c1,60,967550.95,3000,1000001,158559.86140634978,1000001.0,60,433174.23333333334,499,1000000,433188.53850454924,224999.0,60,5674.833333333333,49,137499,17793.95843877646,1499.0
a2faf43fb3a7c03ce22c61d548b82467c3ff27fd37fc6e288720acc752b0a51e,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a303bd9129586a4984e0864ae8c103cc3798744f14cf410d5e1d6a3475b09166,28,162428.57142857142,3000,750000,206246.55841284446,75000.0,28,195945.4642857143,6499,1000000,256356.8677067304,74999.0,28,4484.714285714285,49,22499,5873.746629784049,1499.0
a30632d26759662e3d7994e3a321466522212ed86a716067b6d10e8a7cef99ad,6,1000001.0,1000001,1000001,0.0,1000001.0,6,11749.0,2499,54999,21203.183723205344,2999.0,6,182.33333333333334,49,849,326.5986323710904,49.0
a3152c215c51f32547992198cfca071862b6db1ff1a95ce4445b461ec0885e9e,1,30000.0,30000,30000,,30000.0,1,8499.0,8499,8499,,8499.0,1,49.0,49,49,,49.0
a32fa908d3b309d9f0211fcf91ba37de37c9ddb8a68cf0fc06902c70139261ff,45,1000001.0,1000001,1000001,0.0,1000001.0,45,3032.3333333333335,499,22499,4590.504032535781,1499.0,45,93.44444444444444,49,649,125.32785287824375,49.0
a33b364068a81a4ee311f92a4131b26f859dcb7625fe598c8ccd18e728023c38,11,1000001.0,1000001,1000001,0.0,1000001.0,11,1408.090909090909,499,3499,1221.0278829367867,499.0,11,49.0,49,49,0.0,49.0
a34013a2ae33dac1766289bcd6d8066561126a1c73266f3dd6f0227aa0d0d3f1,2,875000.5,750000,1000001,176777.40240341806,875000.5,2,2499.0,1499,3499,1414.213562373095,2499.0,2,49.0,49,49,0.0,49.0
a3424de1394dda3d86ebea3bd20de9b84c25248fa6583f110c5f95c230c54442,1,1000001.0,1000001,1000001,,1000001.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
a3560987556b65ecb8c6890be56d11d234dfd7cb8937ea740b8796286a400656,1,550.0,550,550,,550.0,1,7499.0,7499,7499,,7499.0,1,549.0,549,549,,549.0
a36208ec1a072dd6cf9b9940a1a07bee58c51628bba8d16fa675aa145919d163,3,351000.0,3000,750000,376102.37967872526,300000.0,3,39499.0,2499,112499,63221.831672294975,3499.0,3,1615.6666666666667,149,4249,2285.4612955229263,449.0
a36509eb448a1d13ccf4990acd3d29d98243bb59098e15405f5aa3722f7d8312,1,1000001.0,1000001,1000001,,1000001.0,1,74999.0,74999,74999,,74999.0,1,349.0,349,349,,349.0
a376266daaad92273962e331a8fb720eb4652579d01e66edf744b0ce496089a2,57,1000001.0,1000001,1000001,0.0,1000001.0,57,17262.157894736843,2499,187499,26347.117161214563,9499.0,57,196.3684210526316,49,1249,200.0939628898444,149.0
a3837f37212dcb8ba46673662658709427135ecc4920258e572963e46eba6d19,7,26785.714285714286,7500,75000,24053.511772118192,30000.0,7,16856.14285714286,499,74999,26675.073079741014,3499.0,7,263.2857142857143,49,1249,441.3183712037204,49.0
a383e6c9b95bcf69b4cbeae9fd7ed827e4c70855514a4cff12224f8b3880d958,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a38615e7ba1e073acaa885d45a0b636772e9087d529a007b65498138e9bc0df0,1,300000.0,300000,300000,,300000.0,1,54999.0,54999,54999,,54999.0,1,1749.0,1749,1749,,1749.0
a3952e5b474433a4029c9bdaa34030bd49011f3a079137a0d73116dab53e6ae0,1,550.0,550,550,,550.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
a3b0a102aabb8468fdd3b8ad9f8b032bad071e251a97203a5631df86132c5ec1,125,992005.392,550,1000001,89393.61504720569,1000001.0,125,1339.0,499,12499,1194.0713762639582,1499.0,125,49.0,49,49,0.0,49.0
a3bb2841c1beaf64386c5c6acff3f002dbdabf816afde3779f9f38beee72281f,5,30000.0,30000,30000,0.0,30000.0,5,60599.0,5499,162499,66918.23368858446,22499.0,5,489.0,49,1249,461.51923036857306,349.0
a3cd017d8e3492665fa505e9afaccc1a38922d2511e090484fc92964638660cd,6,150000.0,75000,300000,116189.50038622251,75000.0,6,3999.0,499,7499,2664.5825188948456,3499.0,6,65.66666666666667,49,149,40.8248290463863,49.0
a3dfea025a90af736da36b5353f5a0767adebddf23191c1696efbe85efbfb955,10,1000001.0,1000001,1000001,0.0,1000001.0,10,499.0,499,499,0.0,499.0,10,49.0,49,49,0.0,49.0
a3f20bc6066ab343bfbf8801a0fdb75d30004b880053efdacc4436a12029fdc3,9,145000.0,30000,300000,117153.74513859981,75000.0,9,15443.444444444445,499,54999,17465.044453930765,7499.0,9,115.66666666666667,49,249,86.60254037844388,49.0
a3f89c86a65a9755673446efdbd725eba35b39b72d849b8d341ba01f6e9aa116,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a3fe093fb658bf919b154eae1673bf81f23defc6d4e72a2ae967f29f8477102d,98,828572.1836734693,300000,1000001,302566.7749669211,1000001.0,98,6631.65306122449,499,187499,21246.89801742665,499.0,98,254.6122448979592,49,6499,754.1596898447048,49.0
a3fe6e80c4f8efdf2cb9f9301928a93ba1b7dc41ae5c4866368a2f73701dd759,14,1000001.0,1000001,1000001,0.0,1000001.0,14,3927.5714285714284,499,6499,2027.2863906932612,4499.0,14,49.0,49,49,0.0,49.0
a403707ce62fda71a2f308c41f9676688d5929fcd2b44774dba49a9b7a46a13f,2,1000001.0,1000001,1000001,0.0,1000001.0,2,61249.0,47499,74999,19445.436482630055,61249.0,2,149.0,149,149,0.0,149.0
a43d80c2835e51a70a1059efc3e6f1093a954c64bcc73a998aaa6214701a0fc0,3,277500.0,7500,750000,410586.47079512983,75000.0,3,8832.333333333334,4499,17499,7505.553499465135,4499.0,3,49.0,49,49,0.0,49.0
a447a90cc2f71c157dfb169041f33bd637d14bf2805319c9b2b36558479b52cd,3,1000001.0,1000001,1000001,0.0,1000001.0,3,354165.6666666667,162499,474999,167860.30898736406,424999.0,3,515.6666666666666,449,549,57.73502691896259,549.0
a44c558f7ae69ea1ae7bfa7cf5b1e50fb2761033afe17f1c9006bbd0b3da61a3,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a44facc0dae23e4c06b9093d0aa7ee1f1449efb9ac358c5d7711e37932b7603a,436,507178.1055045872,550,1000001,370551.13136559154,300000.0,436,3529.9633027522937,499,74999,8348.835970266771,499.0,436,146.47706422018348,49,3749,365.8629376254352,49.0
a46e6090e6cd0600b9cbaeda5999670e44f604de942c6784d798f29e0768ab9c,99,678238.3838383838,550,1000001,393085.6747852063,1000001.0,99,2514.151515151515,499,112499,12921.75324267431,499.0,99,61.121212121212125,49,549,61.066586729915585,49.0
a496e7257652158940cb96e295b3c90c39ef208e77743a4dbce3544199ca968c,1,300000.0,300000,300000,,300000.0,1,7499.0,7499,7499,,7499.0,1,149.0,149,149,,149.0
a49d5eb016b92c7b614265ec94b5694d7123d6a9a7022b8661a01bb5ba751dc7,12,1000001.0,1000001,1000001,0.0,1000001.0,12,61457.333333333336,12499,162499,38941.36520773796,64999.0,12,1140.6666666666667,249,2749,702.5386865223908,1099.0
a4ba9c3961a4666e0b7ffac96829129362051b8f5f94d78b41faba576b95f594,5,800600.8,3000,1000001,445872.4019270536,1000001.0,5,5899.0,499,12499,4335.89667773576,5499.0,5,69.0,49,149,44.721359549995796,49.0
a4d2361c31c93a230028f81962acac4c3556a61823a29891bdd89fba1a37b8fd,3,1000001.0,1000001,1000001,0.0,1000001.0,3,591666.0,224999,1000000,389177.00557329954,549999.0,3,3832.3333333333335,1249,7499,3262.7953250753158,2749.0
a517cebadfad6fc5bf625b683869cf671790a80fe03542cf4b624ccb6ef8a9c5,8,632569.375,550,1000001,507185.25623594876,1000001.0,8,33249.0,8499,74999,23479.4743187686,24999.0,8,511.5,149,1749,528.9815011618351,349.0
a51b8860d8ec6bc5c4e8c76cfa9da6637460d1b78a55131ad9321365daf20fa9,1,750000.0,750000,750000,,750000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
a53986599dfa7a9e8e17f106f5f859f24c80d30ed2e8dedf7f510cef283e1193,2,75000.0,75000,75000,0.0,75000.0,2,49249.0,3499,94999,64700.270478569095,49249.0,2,699.0,149,1249,777.8174593052023,699.0
a550ea327db9fcf774dffbc45a9abb4aa74ddd028171167028b082ed7df874c7,5,1000001.0,1000001,1000001,0.0,1000001.0,5,67399.0,2499,274999,116886.9111577511,17499.0,5,189.0,49,449,151.65750888103102,149.0
a551fba31040e2d6b318f4fe0b10c69d600ad87fb3aa95f44caf1cbb1cae1345,3,458333.6666666667,75000,1000001,482399.0827109161,300000.0,3,1165.6666666666667,499,2499,1154.7005383792514,499.0,3,49.0,49,49,0.0,49.0
a5561b14c50be449754a958198588c101ea28193c333eb24132423676a78416c,2,1000001.0,1000001,1000001,0.0,1000001.0,2,72999.0,8499,137499,91216.77477306464,72999.0,2,249.0,249,249,0.0,249.0
a56042405c1fce4d3710974555fce62bf121bd4a080f55d7aad6abca42aaa7ef,1,75000.0,75000,75000,,75000.0,1,17499.0,17499,17499,,17499.0,1,249.0,249,249,,249.0
a56117da7902ce9631b0b2f156720337f47a52ecbc408998b6888662bda9c76d,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
a5615d2dc61b564330625a0fc55c3ae2f3d12a6bb2e6de41bfa7e91b73bc361e,13,319923.1538461539,3000,1000001,400413.1494710279,30000.0,13,9729.76923076923,499,42499,12491.022417145885,2499.0,13,302.84615384615387,49,1249,379.9460150586848,149.0
a5a19be7ae04cf51b72009706e1d9f7598d8cc4e66aac2dd7edef7dd419e93c2,3,150000.0,75000,300000,129903.8105676658,75000.0,3,208332.33333333334,162499,274999,59072.695328157606,187499.0,3,2915.6666666666665,2249,3749,763.7626158259734,2749.0
a5b222691bac392e0e9ed282d48152044d9261882f223fc3f97646a511855518,1,30000.0,30000,30000,,30000.0,1,6499.0,6499,6499,,6499.0,1,249.0,249,249,,249.0
a5d4180d3b85b15658e85958d13ccee29d5411bf223be55c5471a3fa785be272,2111,559532.1444812885,3000,1000001,317487.94475462555,750000.0,2111,29147.036475603978,499,1000000,94167.17059541531,1499.0,2111,416.90620558976786,49,27499,1389.3268078015928,49.0
a5e2143883e27a4e4611521b69f2238d5c8d15eaf8c4e119a730958e327f6b7c,16,942188.4375,75000,1000001,231250.25,1000001.0,16,114124.0,3499,424999,95276.35243507873,84999.0,16,436.5,49,1749,384.4910055298217,249.0
a61e3319299568c63ce83d05fa7cfae3e5373aa7f928e25df407cd3925a936af,12,62591.666666666664,550,75000,28979.62319641269,75000.0,12,53040.666666666664,499,224999,75198.05919078368,24999.0,12,257.3333333333333,49,949,336.987545853858,99.0
a62e8b85a61ba30d34c85958f0370f4ccfe8e0e397d82a18a7a235b8c6f44a7e,130,516115.56923076924,30000,1000001,330966.244510703,300000.0,130,16779.76923076923,499,224999,35017.05032348078,3499.0,130,218.23076923076923,49,2749,439.6697410744318,49.0
a62eb39080d68d5661a470626d5e6a56f2ef0bf6889f71abde319afe476fc66c,1,1000001.0,1000001,1000001,,1000001.0,1,749999.0,749999,749999,,749999.0,1,849.0,849,849,,849.0
a64c414c59bc5cbb6f04aa6f463c572cddc6c20d5b8cfc5f45fc9df009085f04,85,834294.905882353,30000,1000001,326154.1749742138,1000001.0,85,4034.294117647059,499,54999,8513.22089293992,499.0,85,167.8235294117647,49,1749,320.52565369697186,49.0
a654f03e3c0aa255e741c6050874e1329756769bdea6e52c392f456f0f027ae9,69,822363.1159420289,3000,1000001,359812.9310158976,1000001.0,69,169991.76811594202,499,1000000,239093.29050517603,74999.0,69,2591.0289855072465,49,22499,3952.3319920798745,1249.0
a664cf9fb03c5c852b11083cc64f54258fde9fdb39c6edbdc945a6d1024ee59c,7,864286.4285714285,300000,1000001,265698.0697821352,1000001.0,7,1641.857142857143,499,6499,2193.062655175134,499.0,7,49.0,49,49,0.0,49.0
a6666d43ee1880dfaff200862a4eec7b548c2746a8e444cf6b49f857ac445933,2,300000.0,300000,300000,0.0,300000.0,2,7999.0,3499,12499,6363.961030678927,7999.0,2,99.0,49,149,70.71067811865476,99.0
